,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
53,2012,12,25,9,,-26,-10.0,1040.0,NE,16.99,0,0
54,2012,3,30,4,7.0,-12,8.0,1022.0,NW,190.87,0,0
55,2010,12,29,1,65.0,-18,-8.0,1020.0,NW,4.92,0,0
56,2013,2,28,23,9.0,-23,0.0,1028.0,NW,134.99,0,0
57,2011,9,26,20,112.0,14,17.0,1017.0,SE,31.29,0,0
58,2012,10,10,2,7.0,0,13.0,1021.0,NW,154.22,0,0
59,2012,3,17,2,283.0,4,4.0,1012.0,SE,0.89,0,0
60,2014,6,20,1,89.0,18,21.0,1007.0,SE,4.92,0,1
61,2013,6,4,19,77.0,17,20.0,1012.0,NW,3.13,0,0
62,2013,6,5,4,77.0,18,18.0,1012.0,cv,0.89,0,7
63,2011,10,27,14,237.0,5,17.0,1021.0,SE,9.84,0,0
64,2013,3,29,5,100.0,-6,1.0,1023.0,NE,0.89,0,0
65,2011,5,14,20,58.0,2,25.0,1004.0,SE,45.16,0,0
66,2014,8,12,10,10.0,11,31.0,1007.0,cv,0.89,0,0
67,2014,8,23,16,108.0,19,31.0,1003.0,SE,6.26,0,0
68,2013,5,5,15,182.0,11,27.0,1015.0,SE,6.26,0,0
69,2013,8,24,14,11.0,12,34.0,1008.0,NE,3.13,0,0
70,2011,11,20,13,53.0,-10,7.0,1029.0,SE,1.79,0,0
71,2011,9,8,18,57.0,16,19.0,1013.0,SE,14.31,0,0
72,2010,7,16,4,225.0,22,23.0,1005.0,cv,2.67,0,0
73,2012,9,27,20,24.0,5,18.0,1016.0,NW,15.2,0,0
74,2010,12,25,17,89.0,-21,-6.0,1024.0,SE,1.79,0,0
75,2010,10,9,9,335.0,12,14.0,1012.0,cv,0.89,0,0
76,2012,7,3,5,48.0,18,20.0,997.0,NW,8.94,0,0
77,2011,5,11,8,111.0,14,18.0,1007.0,cv,1.78,0,0
78,2011,2,23,11,401.0,-4,4.0,1016.0,NW,1.79,0,0
79,2013,7,31,9,34.0,20,26.0,1000.0,SE,4.47,0,0
80,2012,9,12,6,6.0,11,17.0,1009.0,NW,21.01,0,0
81,2012,10,29,18,11.0,-4,11.0,1025.0,NW,7.15,0,0
82,2013,7,31,4,20.0,19,23.0,999.0,NW,7.15,0,0
83,2013,8,22,17,139.0,21,26.0,1008.0,SE,4.92,0,0
84,2013,10,29,15,12.0,-10,17.0,1027.0,NE,4.92,0,0
85,2014,10,1,5,80.0,7,11.0,1018.0,cv,0.89,0,0
86,2011,11,1,8,283.0,12,13.0,1023.0,cv,2.67,0,0
87,2011,10,28,10,92.0,2,15.0,1026.0,cv,0.89,0,0
88,2014,3,10,8,76.0,-7,0.0,1027.0,NE,0.89,0,0
89,2012,1,20,15,12.0,-23,-3.0,1035.0,NE,76.89,0,0
90,2013,1,7,9,71.0,-15,-7.0,1026.0,NW,21.47,0,0
91,2014,2,21,5,335.0,-7,-5.0,1029.0,SE,0.89,0,0
92,2012,9,12,7,7.0,11,19.0,1009.0,NW,25.93,0,0
93,2011,7,28,16,215.0,26,31.0,1005.0,SE,8.94,0,0
94,2013,12,25,7,247.0,-12,-8.0,1028.0,NW,15.66,0,0
95,2014,7,11,1,52.0,18,25.0,998.0,cv,0.89,0,0
96,2012,12,3,19,20.0,-18,0.0,1024.0,NW,109.52,0,0
97,2013,10,6,16,179.0,14,21.0,1020.0,cv,4.46,0,0
98,2014,11,29,7,291.0,-2,-1.0,1021.0,cv,0.89,0,0
99,2014,9,9,6,25.0,12,14.0,1010.0,NW,1.79,0,0
100,2011,8,30,12,152.0,23,28.0,1009.0,NE,1.79,0,0
101,2014,4,26,8,31.0,8,13.0,1021.0,NW,6.26,0,0
102,2014,12,16,12,9.0,-19,-1.0,1031.0,NW,250.32,0,0
103,2013,11,17,11,9.0,-20,9.0,1025.0,NW,24.14,0,0
104,2010,4,5,0,199.0,2,12.0,1010.0,SE,31.74,0,0
105,2010,11,24,12,18.0,-16,6.0,1026.0,NW,56.33,0,0
106,2014,7,12,4,12.0,11,26.0,1003.0,NE,9.83,0,0
107,2010,4,21,6,27.0,0,12.0,1023.0,NE,1.79,0,0
108,2013,5,3,16,67.0,5,22.0,1015.0,SE,4.02,0,0
109,2011,12,5,8,296.0,-2,-2.0,1032.0,cv,0.45,0,0
110,2013,1,31,0,311.0,-4,-2.0,1026.0,NW,0.89,0,0
111,2010,1,30,9,35.0,-15,0.0,1021.0,NW,4.02,0,0
112,2012,9,29,4,10.0,3,9.0,1019.0,NW,8.05,0,0
113,2012,6,14,1,15.0,13,20.0,1002.0,NE,33.08,0,0
114,2010,6,16,7,67.0,19,24.0,1001.0,cv,0.89,0,0
115,2013,9,26,11,55.0,4,21.0,1018.0,SE,6.71,0,0
116,2012,11,10,5,130.0,4,6.0,1024.0,NE,0.89,0,0
117,2013,5,3,21,72.0,7,16.0,1016.0,SE,23.24,0,0
118,2013,12,25,5,281.0,-10,-7.0,1028.0,NW,10.74,0,0
119,2012,1,29,20,47.0,-18,-5.0,1034.0,SE,5.36,0,0
120,2012,7,22,13,10.0,16,33.0,999.0,NW,38.89,0,0
121,2012,6,30,5,127.0,21,22.0,1004.0,NW,5.37,0,0
122,2010,12,22,3,397.0,-8,-5.0,1014.0,NW,7.15,0,0
123,2014,7,29,12,92.0,19,32.0,1004.0,SE,104.6,0,0
124,2010,4,21,12,49.0,5,13.0,1023.0,NW,35.75,0,0
125,2012,10,7,2,144.0,10,11.0,1025.0,NE,2.67,0,0
126,2011,11,9,1,61.0,2,4.0,1027.0,NW,4.47,0,0
127,2010,10,9,16,435.0,14,21.0,1008.0,cv,0.89,0,0
128,2013,6,17,11,14.0,14,27.0,1002.0,NE,12.96,0,0
129,2011,2,23,6,406.0,-5,-3.0,1017.0,NW,2.68,0,0
130,2010,10,14,12,16.0,-2,19.0,1020.0,NW,42.46,0,0
131,2011,10,17,12,9.0,-2,19.0,1024.0,SE,6.26,0,0
132,2013,2,27,15,25.0,-17,15.0,1015.0,NE,3.13,0,0
133,2012,6,2,4,141.0,16,16.0,1011.0,cv,0.45,0,0
134,2012,8,9,10,49.0,23,29.0,1008.0,cv,2.67,0,0
135,2012,7,17,15,,21,32.0,1008.0,SE,41.58,0,0
136,2014,8,22,16,76.0,19,28.0,1006.0,SE,3.13,0,0
137,2011,5,21,17,16.0,-5,26.0,1010.0,NW,8.05,0,0
138,2014,10,6,11,18.0,3,19.0,1026.0,cv,0.89,0,0
139,2013,1,15,18,155.0,-8,-5.0,1025.0,NE,2.68,0,0
140,2011,1,30,16,11.0,-21,3.0,1030.0,NW,189.09,0,0
141,2014,6,22,20,29.0,17,21.0,1009.0,cv,0.89,0,0
142,2011,9,24,10,137.0,14,21.0,1015.0,cv,1.78,0,0
143,2010,4,19,7,324.0,8,14.0,1014.0,NW,10.29,0,1
144,2012,3,12,13,33.0,-20,8.0,1026.0,cv,3.58,0,0
145,2011,8,8,1,,24,25.0,1004.0,SE,30.86,0,0
146,2014,11,14,20,50.0,-9,4.0,1028.0,SE,1.79,0,0
147,2013,3,21,21,224.0,-1,4.0,1009.0,NW,4.02,0,0
148,2012,2,6,6,18.0,-20,-3.0,1023.0,NW,23.69,0,0
149,2014,11,26,23,522.0,1,2.0,1020.0,cv,2.23,0,0
150,2013,10,21,23,134.0,3,8.0,1024.0,SE,0.89,0,0
151,2012,5,5,13,87.0,0,29.0,1010.0,cv,3.58,0,0
152,2012,2,19,14,38.0,-21,6.0,1022.0,cv,3.58,0,0
153,2011,9,22,17,26.0,6,27.0,1013.0,SE,3.58,0,0
154,2014,12,14,13,59.0,-18,6.0,1025.0,cv,2.68,0,0
155,2010,11,5,11,49.0,-1,15.0,1021.0,NW,17.89,0,0
156,2012,12,5,16,7.0,-24,-3.0,1025.0,NW,114.89,0,0
157,2011,8,30,19,161.0,22,28.0,1007.0,SE,15.2,0,0
158,2013,6,29,9,63.0,20,22.0,1005.0,SE,3.58,0,0
159,2014,2,1,11,184.0,-7,3.0,1018.0,NE,0.89,0,0
160,2014,3,29,7,32.0,3,12.0,1014.0,NW,11.62,0,0
161,2010,8,21,0,45.0,21,24.0,1014.0,SE,32.19,0,0
162,2013,4,2,8,,-2,6.0,1022.0,NE,1.79,0,0
163,2012,10,22,5,39.0,4,10.0,1017.0,NW,8.94,0,0
164,2014,4,11,1,67.0,-2,14.0,1020.0,SE,5.37,0,3
165,2011,11,21,9,81.0,-3,1.0,1032.0,NW,3.13,0,0
166,2013,11,22,4,163.0,-8,-2.0,1027.0,NW,8.5,0,0
167,2013,9,10,17,12.0,1,29.0,1011.0,NW,38.01,0,0
168,2012,7,16,22,55.0,18,29.0,1008.0,SE,28.16,0,0
169,2014,8,28,1,90.0,17,24.0,1013.0,SE,8.05,0,0
170,2014,3,27,16,82.0,0,15.0,1010.0,NE,0.89,0,0
171,2013,8,30,3,10.0,10,19.0,1011.0,NW,3.13,0,0
172,2012,9,11,15,78.0,17,25.0,1009.0,SE,21.91,0,0
173,2012,6,14,10,5.0,14,23.0,1004.0,NE,3.13,0,0
174,2010,3,30,2,254.0,6,7.0,1020.0,SE,4.47,0,7
175,2010,10,30,9,38.0,1,11.0,1029.0,NE,3.13,0,0
176,2012,11,10,9,110.0,5,7.0,1024.0,NW,6.26,0,2
177,2014,1,15,22,539.0,-11,-2.0,1028.0,SE,1.79,0,0
178,2012,8,19,0,,22,22.0,1007.0,NW,3.13,0,0
179,2011,2,6,17,21.0,-10,10.0,1019.0,SE,7.15,0,0
180,2010,8,14,17,,5,35.0,999.0,NW,67.95,0,0
181,2010,8,28,16,11.0,13,31.0,1008.0,SE,4.92,0,0
182,2011,3,16,20,117.0,-11,5.0,1021.0,SE,28.6,0,0
183,2013,4,26,14,78.0,1,24.0,1008.0,SE,8.94,0,0
184,2010,10,29,6,72.0,0,2.0,1028.0,cv,0.89,0,0
185,2010,1,24,7,,-15,-12.0,1019.0,cv,0.89,0,0
186,2012,4,4,18,11.0,-15,16.0,1011.0,NW,113.54,0,0
187,2010,11,29,9,124.0,-4,1.0,1020.0,cv,0.89,0,0
188,2010,7,24,13,82.0,24,34.0,1010.0,SE,7.15,0,0
189,2013,10,22,7,184.0,2,5.0,1024.0,cv,2.23,0,0
190,2011,1,10,8,,-22,-10.0,1032.0,NW,4.02,0,0
191,2011,1,31,8,43.0,-18,-8.0,1031.0,NW,7.15,0,0
192,2012,12,2,20,282.0,-5,-4.0,1018.0,SE,9.84,0,0
193,2013,10,18,17,234.0,6,15.0,1023.0,SE,11.62,0,0
194,2013,6,15,14,141.0,16,30.0,1006.0,cv,1.79,0,0
195,2013,5,15,5,105.0,8,15.0,1016.0,NE,1.79,0,0
196,2011,3,18,20,,-12,10.0,1017.0,NW,91.19,0,0
197,2014,2,1,20,118.0,-1,3.0,1013.0,SE,17.89,0,0
198,2012,6,11,12,8.0,0,32.0,996.0,NW,8.05,0,0
199,2011,4,23,16,,0,18.0,1012.0,cv,1.79,0,0
200,2010,6,17,20,37.0,17,20.0,1002.0,cv,0.89,0,0
201,2012,4,19,20,148.0,10,14.0,1013.0,NW,8.05,0,0
202,2014,9,7,6,163.0,20,22.0,1008.0,cv,0.89,0,2
203,2012,10,11,12,185.0,4,19.0,1016.0,SE,9.84,0,0
204,2012,3,8,20,18.0,-21,2.0,1029.0,NW,5.81,0,0
205,2010,9,23,8,,8,15.0,1020.0,NW,19.67,0,0
206,2011,7,16,0,72.0,19,26.0,1005.0,SE,37.56,0,0
207,2011,2,16,23,279.0,-5,-2.0,1023.0,cv,0.45,0,0
208,2014,5,20,11,,8,28.0,1005.0,NE,32.64,0,0
209,2011,1,9,20,,-22,-5.0,1035.0,NW,350.9,0,0
210,2014,6,19,4,141.0,19,20.0,1003.0,cv,0.89,0,0
211,2011,6,2,21,74.0,10,31.0,1001.0,SE,47.38,0,0
212,2010,7,18,15,122.0,23,34.0,1005.0,SE,11.18,0,0
213,2011,2,15,4,122.0,-15,-11.0,1029.0,NW,0.89,0,0
214,2011,8,11,3,119.0,23,24.0,1007.0,cv,0.89,0,0
215,2013,10,26,23,188.0,1,6.0,1019.0,cv,0.89,0,0
216,2013,6,6,11,129.0,18,19.0,1011.0,SE,1.79,0,6
217,2014,12,3,12,11.0,-25,0.0,1027.0,NW,51.85,0,0
218,2013,12,1,22,135.0,-10,2.0,1021.0,NW,1.79,0,0
219,2013,12,7,23,424.0,-3,1.0,1020.0,cv,2.68,0,0
220,2010,6,13,15,165.0,18,29.0,1003.0,SE,44.71,0,0
221,2012,4,12,20,19.0,-4,18.0,1006.0,SE,9.39,0,0
222,2012,8,29,23,229.0,22,26.0,1009.0,SE,4.92,0,0
223,2012,10,31,16,13.0,-15,16.0,1017.0,NW,27.71,0,0
224,2014,12,20,10,,-18,-2.0,1031.0,NW,233.35,0,0
225,2013,8,12,18,53.0,22,29.0,1004.0,SE,59.91,0,0
226,2014,3,13,13,16.0,-25,12.0,1020.0,cv,4.92,0,0
227,2011,11,8,22,62.0,3,8.0,1026.0,NE,1.79,0,0
228,2012,8,7,23,89.0,25,27.0,1006.0,SE,1.79,0,0
229,2012,9,26,20,41.0,13,19.0,1018.0,SE,1.79,0,0
230,2011,11,26,11,223.0,-4,5.0,1022.0,NW,27.72,0,0
231,2011,6,9,13,111.0,17,32.0,1002.0,SE,3.13,0,0
232,2011,3,23,6,20.0,-18,2.0,1026.0,NW,118.02,0,0
233,2011,7,23,17,206.0,28,32.0,1001.0,cv,0.89,0,0
234,2011,9,15,14,164.0,19,26.0,1009.0,cv,2.68,0,0
235,2010,8,30,3,100.0,19,21.0,1008.0,NW,1.79,0,0
236,2010,6,22,5,140.0,19,23.0,1002.0,NE,1.79,0,0
237,2014,3,30,20,24.0,-9,21.0,1015.0,SE,16.09,0,0
238,2012,8,13,8,,19,24.0,1010.0,NW,21.02,0,0
239,2011,10,19,22,315.0,11,11.0,1022.0,cv,3.12,0,0
240,2013,3,18,7,13.0,-17,7.0,1007.0,NW,59.89,0,0
241,2011,6,22,6,204.0,19,25.0,999.0,cv,0.89,0,0
242,2011,2,17,10,234.0,-6,1.0,1027.0,NW,24.14,0,0
243,2011,5,3,7,11.0,-2,17.0,1017.0,NW,23.69,0,0
244,2013,3,30,2,75.0,-7,3.0,1023.0,SE,22.35,0,0
245,2012,1,1,14,22.0,-18,2.0,1033.0,NE,47.38,0,0
246,2011,12,31,8,164.0,-11,-9.0,1030.0,NW,29.51,0,0
247,2011,12,9,9,32.0,-16,-5.0,1040.0,NW,4.92,0,0
248,2010,9,12,13,69.0,12,32.0,1011.0,cv,1.78,0,0
249,2013,2,1,5,26.0,-7,-2.0,1024.0,NW,14.3,0,0
250,2014,10,11,8,202.0,15,15.0,1021.0,SE,3.58,0,0
251,2013,7,17,13,57.0,18,32.0,1005.0,SE,4.92,0,0
252,2010,6,23,10,136.0,8,28.0,1011.0,cv,4.45,0,0
253,2012,11,4,9,15.0,2,3.0,1010.0,NW,143.06,0,24
254,2013,3,13,5,17.0,-11,0.0,1026.0,NE,4.02,0,0
255,2014,2,8,8,147.0,-7,-5.0,1026.0,NW,3.13,0,0
256,2010,5,1,9,90.0,0,19.0,1009.0,NW,1.79,0,0
257,2013,6,5,12,161.0,17,19.0,1012.0,SE,8.95,0,0
258,2013,3,22,10,17.0,-13,8.0,1020.0,cv,1.79,0,0
259,2013,7,4,3,27.0,19,23.0,994.0,NW,4.02,0,0
260,2012,5,30,1,8.0,9,17.0,1014.0,NE,19.21,0,0
261,2014,9,5,1,61.0,16,21.0,1006.0,SE,11.18,0,0
262,2011,12,3,12,29.0,-9,2.0,1027.0,NE,4.02,0,0
263,2013,11,26,4,51.0,-14,-3.0,1017.0,cv,0.89,0,0
264,2010,7,23,10,226.0,25,30.0,1009.0,cv,4.9,0,0
265,2013,1,17,17,92.0,-16,1.0,1035.0,SE,8.05,0,0
266,2010,8,1,10,66.0,20,28.0,1010.0,NW,3.58,0,0
267,2013,4,10,18,6.0,-14,11.0,1016.0,NW,189.53,0,0
268,2012,8,26,1,133.0,18,20.0,1011.0,cv,0.89,0,0
269,2013,9,8,18,161.0,18,24.0,1014.0,SE,0.89,0,0
270,2010,7,23,11,239.0,24,32.0,1009.0,cv,5.79,0,0
271,2011,7,5,2,86.0,19,28.0,1001.0,SE,40.22,0,0
272,2011,11,23,4,10.0,-15,-1.0,1031.0,NW,186.85,0,0
273,2014,12,31,23,12.0,-21,-3.0,1034.0,NW,249.85,0,0
274,2014,4,6,2,64.0,-5,5.0,1020.0,NW,1.79,0,0
275,2013,1,11,16,340.0,-9,1.0,1022.0,cv,3.56,0,0
276,2013,1,3,16,24.0,-23,-5.0,1041.0,NW,4.92,0,0
277,2011,5,31,17,16.0,11,24.0,1003.0,NW,120.25,0,0
278,2011,3,9,5,10.0,-15,2.0,1030.0,NW,58.57,0,0
279,2014,8,18,1,91.0,19,22.0,1012.0,SE,1.78,0,0
280,2011,3,17,2,138.0,-7,2.0,1021.0,SE,4.92,0,0
281,2011,3,30,4,115.0,-4,4.0,1021.0,NW,0.89,0,0
282,2013,11,27,3,3.0,-21,-4.0,1025.0,NW,134.1,0,0
283,2012,9,11,23,48.0,18,18.0,1009.0,NE,3.13,0,3
284,2011,5,17,0,45.0,4,19.0,1006.0,SE,60.78,0,0
285,2012,2,6,21,42.0,-26,-8.0,1033.0,NW,213.22,0,0
286,2010,11,10,14,126.0,-4,11.0,1015.0,SE,3.13,0,0
287,2011,4,24,8,17.0,-2,15.0,1014.0,NW,115.78,0,0
288,2014,12,2,13,76.0,-19,0.0,1026.0,cv,4.47,0,0
289,2013,11,26,0,67.0,-10,-3.0,1017.0,cv,4.01,0,0
290,2013,5,18,21,32.0,14,20.0,1004.0,SE,72.87,0,0
291,2010,7,8,0,52.0,17,25.0,1006.0,SE,12.52,0,0
292,2013,4,9,15,14.0,-11,11.0,1020.0,NE,1.79,0,0
293,2014,5,6,8,93.0,2,15.0,1011.0,NW,4.92,0,0
294,2011,7,29,20,56.0,23,24.0,1006.0,NW,18.33,0,12
295,2014,10,13,8,5.0,-2,11.0,1031.0,NW,5.81,0,0
296,2012,6,8,17,33.0,14,33.0,997.0,SE,27.71,0,0
297,2012,1,30,8,84.0,-12,-7.0,1034.0,cv,1.35,4,0
298,2012,8,6,6,95.0,24,24.0,1010.0,cv,0.89,0,0
299,2012,5,28,4,125.0,12,16.0,1012.0,cv,0.45,0,0
300,2013,9,15,17,29.0,7,24.0,1012.0,SE,11.18,0,0
301,2010,5,25,9,45.0,4,24.0,1013.0,NW,8.94,0,0
302,2013,2,26,0,155.0,-4,-1.0,1024.0,NW,23.7,0,0
303,2014,4,11,18,59.0,-6,16.0,1016.0,SE,9.84,0,0
304,2012,1,9,3,146.0,-11,-10.0,1033.0,NW,2.67,0,0
305,2010,11,4,14,43.0,-3,19.0,1020.0,SE,3.13,0,0
306,2010,1,21,9,18.0,-25,-8.0,1039.0,NW,155.98,0,0
307,2014,8,7,15,43.0,15,33.0,1008.0,SE,6.26,0,0
308,2010,3,3,14,230.0,-5,5.0,1022.0,SE,15.65,0,0
309,2014,10,2,19,60.0,13,16.0,1014.0,SE,7.16,0,0
310,2010,11,8,7,9.0,-7,7.0,1024.0,NW,178.81,0,0
311,2011,9,12,8,118.0,14,15.0,1017.0,cv,2.67,0,0
312,2012,3,9,5,89.0,-8,-6.0,1029.0,SE,1.79,0,0
313,2012,1,26,23,192.0,-16,-6.0,1022.0,cv,0.89,0,0
314,2010,8,1,12,47.0,16,31.0,1009.0,cv,2.68,0,0
315,2011,11,13,7,9.0,-13,4.0,1026.0,NW,44.7,0,0
316,2013,2,20,11,129.0,-11,0.0,1028.0,NW,7.6,0,0
317,2012,12,3,1,318.0,-6,-6.0,1018.0,NW,1.79,0,0
318,2013,9,26,19,51.0,11,16.0,1014.0,SE,13.86,0,0
319,2013,11,30,7,31.0,-12,-1.0,1022.0,NW,25.03,0,0
320,2012,10,29,7,55.0,4,10.0,1023.0,SE,6.71,0,0
321,2010,4,30,0,27.0,-3,14.0,1017.0,NW,171.22,0,0
322,2013,10,30,17,103.0,-2,14.0,1025.0,SE,11.63,0,0
323,2013,1,5,11,43.0,-23,-2.0,1030.0,NW,4.92,0,0
324,2014,3,20,8,9.0,-16,12.0,1029.0,NW,70.63,0,0
325,2010,5,25,12,39.0,6,29.0,1012.0,cv,3.13,0,0
326,2013,7,14,23,71.0,22,24.0,1006.0,cv,0.89,0,2
327,2012,11,14,11,31.0,-16,4.0,1026.0,NE,12.96,0,0
328,2010,8,17,14,125.0,16,33.0,1007.0,SE,30.85,0,0
329,2010,12,31,0,20.0,-24,-9.0,1028.0,NW,359.87,0,0
330,2014,6,28,9,17.0,12,30.0,1006.0,NW,33.52,0,0
331,2013,8,9,8,28.0,17,27.0,1002.0,NW,30.85,0,0
332,2014,10,16,11,17.0,-5,19.0,1023.0,SE,4.92,0,0
333,2014,1,15,12,55.0,-20,2.0,1032.0,cv,1.79,0,0
334,2014,5,9,1,65.0,6,17.0,1014.0,SE,56.76,0,0
335,2010,3,9,0,5.0,-15,-5.0,1042.0,NW,46.05,0,0
336,2011,7,22,22,271.0,25,27.0,1003.0,SE,3.58,0,0
337,2012,4,2,7,35.0,-5,6.0,1014.0,SE,2.68,0,0
338,2013,8,22,23,121.0,21,23.0,1009.0,cv,0.45,0,0
339,2012,8,21,2,,11,22.0,1011.0,NW,17.44,0,0
340,2014,4,10,16,51.0,-9,18.0,1020.0,SE,6.26,0,0
341,2014,1,21,22,112.0,-18,-4.0,1028.0,cv,0.89,0,0
342,2013,8,17,8,24.0,12,32.0,1001.0,NW,24.59,0,0
343,2013,10,18,15,231.0,3,18.0,1023.0,SE,9.84,0,0
344,2010,7,19,20,55.0,20,22.0,1006.0,NE,4.92,0,6
345,2014,7,3,7,259.0,22,23.0,1002.0,SE,3.58,0,0
346,2012,2,27,1,161.0,-12,-3.0,1028.0,SE,21.02,0,0
347,2012,11,6,14,89.0,-3,12.0,1020.0,SE,1.79,0,0
348,2010,10,28,20,48.0,0,13.0,1027.0,SE,17.43,0,0
349,2010,6,30,8,205.0,20,25.0,1004.0,SE,1.79,0,0
350,2011,2,28,22,7.0,-12,2.0,1028.0,NW,83.6,0,0
351,2011,10,6,0,,-1,16.0,1016.0,cv,0.89,0,0
352,2011,5,10,10,27.0,4,23.0,1009.0,NE,3.13,0,0
353,2012,4,14,3,56.0,3,12.0,1007.0,cv,0.89,0,0
354,2013,4,19,6,56.0,-4,6.0,1025.0,SE,22.36,0,0
355,2011,6,16,13,97.0,17,23.0,1006.0,SE,6.26,0,0
356,2014,4,22,20,73.0,6,23.0,1010.0,SE,40.24,0,0
357,2014,8,18,23,60.0,16,26.0,1012.0,SE,40.23,0,0
358,2014,12,10,22,16.0,-16,-1.0,1032.0,NW,108.17,0,0
359,2013,12,28,1,21.0,-18,-3.0,1027.0,NW,7.6,0,0
360,2010,9,3,7,97.0,20,22.0,1015.0,NW,1.79,0,2
361,2011,8,28,11,84.0,19,27.0,1011.0,cv,0.89,0,0
362,2013,8,26,21,71.0,20,26.0,1007.0,SE,41.58,0,0
363,2011,7,29,10,50.0,22,23.0,1008.0,NW,11.17,0,2
364,2012,10,8,21,343.0,14,16.0,1016.0,cv,1.78,0,0
365,2014,9,6,20,123.0,20,25.0,1009.0,SE,23.7,0,0
366,2014,10,1,22,82.0,10,11.0,1015.0,cv,0.89,0,10
367,2010,1,26,16,144.0,-17,1.0,1021.0,SE,4.92,0,0
368,2011,2,28,2,29.0,-10,-1.0,1027.0,NE,4.02,0,0
369,2014,11,6,8,9.0,-6,8.0,1031.0,NE,18.78,0,0
370,2013,11,29,8,37.0,-12,-1.0,1023.0,cv,0.89,0,0
